"Susceptible","Infected"
988.0,12.0
691.0,309.0
99.0,901.0
1.0,999.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
0.0,1000.0
