"Susceptible","Infected"
951.0,49.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
946.0,54.0
