"Susceptible","Infected"
932.0,68.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
928.0,72.0
